term,word,score,
빼물다,adjective,0.0242 ,
빼앗기다,adjective,0.0644 ,
빼앗다,adjective,0.0639 ,
빼았기다,adjective,-0.0116 ,
빼어나다,adjective,-0.0113 ,
빼오다,adjective,0.0363 ,
빼주다,adjective,0.0847 ,
뺀질거리다,adjective,-0.0421 ,
뺏기다,adjective,-0.0158 ,
뺏다,adjective,-0.0181 ,
뺏어가다,adjective,0.0157 ,
뺐기다,adjective,0.0363 ,
뺨치다,adjective,-0.0263 ,
뻐기다,adjective,0.0121 ,
뻐끔거리다,adjective,-0.0421 ,
뻔질나다,adjective,0.0363 ,
뻔하다,adjective,-0.2142 ,
뻗다,adjective,-0.0459 ,
뻗치다,adjective,-0.0526 ,
뻗히다,adjective,-0.0737 ,
뻘겋다,adjective,-0.0147 ,
뻥뻥치다,adjective,-0.0421 ,
뻥치다,adjective,-0.0737 ,
뼈아프다,adjective,0.0775 ,
뼈저리다,adjective,0.1174 ,
뼈져리다,adjective,-0.0411 ,
뽀개다,adjective,-0.0737 ,
뽀다,adjective,0.0654 ,
뽀얗다,adjective,-0.0263 ,
뽈다,adjective,0.0254 ,
뽐내다,adjective,0.0194 ,
뽑다,adjective,-0.1340 ,
뽑아내다,adjective,-0.0155 ,
뽑아들다,adjective,-0.0116 ,
뽑히다,adjective,0.0258 ,
뿅가다,adjective,0.0242 ,
뿌러지다,adjective,-0.0737 ,
뿌리깊다,adjective,0.0617 ,
뿌리내리다,adjective,0.0726 ,
뿌리다,adjective,0.0729 ,
뿌리박다,adjective,0.0484 ,
뿌리박히다,adjective,0.0169 ,
뿌리치다,adjective,-0.0905 ,
뿌시다,adjective,0.0605 ,
뿌옇다,adjective,-0.0526 ,
뿔나다,adjective,0.0605 ,
뿔다,adjective,-0.0147 ,
뿜다,adjective,0.0332 ,
뿜어내다,adjective,0.1174 ,
삐거덕거리다,adjective,-0.0421 ,
삐걱거리다,adjective,-0.0526 ,
삐걱대다,adjective,-0.0337 ,
삐그덕거리다,adjective,0.0726 ,
삐다,adjective,0.0593 ,
삐뚤다,adjective,-0.0379 ,
삐뚤어지다,adjective,-0.0905 ,
삐뚫다,adjective,-0.0189 ,
삐져나오다,adjective,0.0605 ,
삐죽거리다,adjective,-0.0737 ,
삐지다,adjective,0.0424 ,
삐치다,adjective,0.0278 ,
사각거리다,adjective,0.0484 ,
사각이다,adjective,0.0242 ,
사고팔다,adjective,0.0424 ,
사과드리다,adjective,-0.0421 ,
사귀다,adjective,0.0928 ,
사그라다,adjective,0.1089 ,
사그라들다,adjective,-0.0568 ,
사그라지다,adjective,-0.0484 ,
사그러들다,adjective,-0.0221 ,
사그러지다,adjective,-0.0421 ,
사기다,adjective,-0.0128 ,
사나다,adjective,0.0145 ,
사납다,adjective,0.0209 ,
사놓다,adjective,-0.0165 ,
사다,adjective,-0.1377 ,
사들이다,adjective,-0.0143 ,
사라다,adjective,0.0242 ,
사라지다,adjective,0.6113 ,
사로잡다,adjective,0.1045 ,
사로잡히다,adjective,-0.0497 ,
사르다,adjective,0.0968 ,
사리다,adjective,0.0144 ,
사만다,adjective,0.0303 ,
사먹다,adjective,0.0212 ,
사무치다,adjective,0.0847 ,
사사롭다,adjective,-0.0379 ,
사와다,adjective,-0.0737 ,
사위다,adjective,0.0121 ,
사이다,adjective,-0.0105 ,
사재다,adjective,-0.0263 ,
사하다,adjective,-0.0484 ,
삭다,adjective,0.0218 ,
삭이다,adjective,0.0339 ,
삭히다,adjective,0.0508 ,
산다,adjective,-0.0337 ,
산하다,adjective,-0.0421 ,
살갑다,adjective,0.0944 ,
살다,adjective,0.4722 ,
살랑거리다,adjective,0.1089 ,
살랑대다,adjective,0.0242 ,
살랑이다,adjective,-0.0116 ,
살리다,adjective,0.2190 ,
살맛나다,adjective,-0.0147 ,
살빼다,adjective,-0.0305 ,
살아가다,adjective,0.1605 ,
살아나다,adjective,0.0453 ,
살아남다,adjective,0.1762 ,
살아오다,adjective,0.2497 ,
살지다,adjective,-0.0221 ,
살찌다,adjective,-0.0139 ,
살찌우다,adjective,0.0460 ,
살펴보다,adjective,0.5159 ,
살피다,adjective,0.1396 ,
삶다,adjective,0.1431 ,
삼가다,adjective,-0.0600 ,
삼다,adjective,-0.2334 ,
삼키다,adjective,0.0487 ,
상관없다,adjective,-0.0707 ,
상스럽다,adjective,-0.0337 ,
상우다,adjective,0.0847 ,
상하다,adjective,0.0545 ,
샆다,adjective,-0.0737 ,
새겨듣다,adjective,-0.0758 ,
새겨지다,adjective,0.0436 ,
새기다,adjective,0.1125 ,
새까맣다,adjective,0.0654 ,
새까매지다,adjective,-0.0421 ,
새다,adjective,0.0775 ,
새롭다,adjective,0.1687 ,
새보다,adjective,0.0484 ,
새빨갛다,adjective,0.0811 ,
새빨개지다,adjective,-0.0116 ,
새우다,adjective,0.1114 ,
새차다,adjective,0.0242 ,
새초롬하다,adjective,0.0605 ,
새카맣다,adjective,0.0266 ,
새파랗다,adjective,-0.0411 ,
새하얗다,adjective,0.0133 ,
새하얘지다,adjective,0.0242 ,
색다르다,adjective,-0.1114 ,
색이다,adjective,0.0581 ,
샘나다,adjective,-0.0421 ,
샘내다,adjective,-0.0737 ,
샘솟다,adjective,0.0167 ,
샛노랗다,adjective,0.0242 ,
생각나다,adjective,-0.0237 ,
생각히다,adjective,-0.0421 ,
생겨나다,adjective,0.1358 ,
생기다,adjective,0.1291 ,
생뚱맞다,adjective,-0.0143 ,
생색내다,adjective,0.0847 ,
샬다,adjective,-0.0421 ,
서걱거리다,adjective,-0.0116 ,
서글프다,adjective,-0.0354 ,
서다,adjective,-0.3433 ,
서두르다,adjective,-0.0418 ,
서둘다,adjective,0.0218 ,
서러워하다,adjective,-0.0737 ,
서럽다,adjective,-0.0165 ,
서리다,adjective,0.1114 ,
서성거리다,adjective,-0.0263 ,
서성대다,adjective,-0.0421 ,
서성이다,adjective,0.0472 ,
서스럼없다,adjective,-0.0737 ,
서슴다,adjective,0.0787 ,
서슴없다,adjective,0.0363 ,
서이다,adjective,0.0194 ,
서투르다,adjective,-0.0229 ,
서툴다,adjective,-0.0554 ,
석연찮다,adjective,-0.0263 ,
석이다,adjective,0.0278 ,
섞다,adjective,-0.0519 ,
섞이다,adjective,-0.0836 ,
선다,adjective,-0.0189 ,
선보다,adjective,-0.0737 ,
선보이다,adjective,0.0450 ,
선하다,adjective,-0.0368 ,
섣부르다,adjective,-0.0120 ,
설다,adjective,0.0666 ,
설래다,adjective,-0.0189 ,
설레다,adjective,0.1363 ,
설레이다,adjective,0.0691 ,
설익다,adjective,-0.0526 ,
설치다,adjective,-0.0937 ,
설키다,adjective,0.0799 ,
설하다,adjective,0.0363 ,
섥히다,adjective,-0.0189 ,
섧다,adjective,-0.0737 ,
섬기다,adjective,-0.0215 ,
섬뜻하다,adjective,0.0847 ,
섭하다,adjective,0.0605 ,
성가시다,adjective,-0.0568 ,
성글다,adjective,-0.0263 ,
성기다,adjective,-0.0305 ,
성나다,adjective,-0.0568 ,
성내다,adjective,-0.0116 ,
성마르다,adjective,-0.0421 ,
성싶다,adjective,-0.0189 ,
성하다,adjective,0.0206 ,
세내다,adjective,0.0242 ,
세다,adjective,0.6211 ,
세모나다,adjective,0.0968 ,
세우다,adjective,0.4365 ,
세주다,adjective,-0.0421 ,
세차다,adjective,0.0884 ,
세풀베다,adjective,-0.0263 ,
섹시하다,adjective,-0.0147 ,
소곤거리다,adjective,-0.0116 ,
소곤대다,adjective,0.0242 ,
소근거리다,adjective,0.0242 ,
소노다,adjective,0.0605 ,
소다,adjective,0.0775 ,
소리나다,adjective,-0.0221 ,
소리내다,adjective,-0.0737 ,
소리지르다,adjective,0.0835 ,
소리치다,adjective,0.0347 ,
소문나다,adjective,-0.0184 ,
소문내다,adjective,0.1089 ,
소미다,adjective,0.0242 ,
소박맞다,adjective,-0.0737 ,
소변보다,adjective,0.0242 ,
소스라치다,adjective,0.0291 ,
소용돌이치다,adjective,0.0254 ,
소용없다,adjective,-0.0132 ,
소홀하다,adjective,-0.0421 ,
속다,adjective,-0.0633 ,
속닥거리다,adjective,-0.0421 ,
속삭이다,adjective,0.0251 ,
속살거리다,adjective,-0.0421 ,
속상하다,adjective,0.0939 ,
속아넘어가다,adjective,-0.0305 ,
속없다,adjective,0.0242 ,
속이다,adjective,-0.0289 ,
속절없다,adjective,-0.0421 ,
속좁다,adjective,-0.0737 ,
속타다,adjective,-0.0737 ,
속터지다,adjective,-0.0337 ,
속하다,adjective,-0.0862 ,
솎다,adjective,-0.0221 ,
손꼽다,adjective,0.0191 ,
손꼽히다,adjective,0.0167 ,
손놓다,adjective,-0.0189 ,
손대다,adjective,-0.0937 ,
손들다,adjective,0.0254 ,
손보다,adjective,-0.0453 ,
손쉽다,adjective,0.0476 ,
손쓰다,adjective,-0.0147 ,
손잡다,adjective,0.0131 ,
손치다,adjective,-0.0737 ,
손해나다,adjective,0.0363 ,
솔깃하다,adjective,-0.0737 ,
솔찮다,adjective,-0.0737 ,
솟구치다,adjective,-0.0105 ,
솟다,adjective,0.0228 ,
솟아나다,adjective,0.1174 ,
솟아오르다,adjective,-0.0863 ,
쇠다,adjective,0.0387 ,
쇠하다,adjective,0.0363 ,
쇼킹하다,adjective,-0.0147 ,
숀다,adjective,0.0133 ,
수군거리다,adjective,0.0254 ,
수군대다,adjective,0.0847 ,
수그러들다,adjective,-0.0337 ,
수그리다,adjective,-0.0116 ,
수근거리다,adjective,0.0169 ,
수근대다,adjective,-0.0421 ,
수놓다,adjective,-0.0139 ,
수다,adjective,-0.0628 ,
수다떨다,adjective,0.0145 ,
수많다,adjective,0.4745 ,
수상쩍다,adjective,0.0387 ,
수줍다,adjective,0.0122 ,
수줍어하다,adjective,0.0121 ,
수집다,adjective,-0.0189 ,
숙다,adjective,0.0593 ,
숙이다,adjective,0.0300 ,
순하다,adjective,-0.0139 ,
술렁거리다,adjective,0.0605 ,
술렁이다,adjective,0.1089 ,
숨가쁘다,adjective,-0.0147 ,
숨기다,adjective,0.3023 ,
숨넘어가다,adjective,-0.0737 ,
숨다,adjective,0.3615 ,
숨막히다,adjective,-0.0116 ,
숨쉬다,adjective,0.0363 ,
숨어들다,adjective,-0.0484 ,
숨죽이다,adjective,0.0908 ,
숨지다,adjective,0.0654 ,
숨차다,adjective,0.0121 ,
숫하다,adjective,0.0363 ,
숭하다,adjective,-0.0221 ,
숱하다,adjective,-0.0346 ,
쉐다,adjective,-0.0411 ,
쉬다,adjective,0.3772 ,
쉬이다,adjective,0.0242 ,
쉽다,adjective,0.3166 ,
스다,adjective,0.0232 ,
스러워다,adjective,-0.0642 ,
스러지다,adjective,0.0690 ,
스럽다,adjective,0.0387 ,
스멀거리다,adjective,-0.0421 ,
스며들다,adjective,0.0410 ,
스미다,adjective,0.0184 ,
스스럼없다,adjective,0.0484 ,
스치다,adjective,-0.0802 ,
스피다,adjective,0.0726 ,
슬다,adjective,0.0752 ,
슬러다,adjective,0.0968 ,
슬퍼지다,adjective,0.0581 ,
슬퍼하다,adjective,0.0460 ,
슬프다,adjective,0.3420 ,
슴슴하다,adjective,-0.0421 ,
습지다,adjective,0.0484 ,
습하다,adjective,0.0508 ,
승하다,adjective,-0.0421 ,
시건방지다,adjective,-0.0116 ,
시꺼멓다,adjective,-0.0421 ,
시끄럽다,adjective,0.0517 ,
시노다,adjective,0.0726 ,
시다,adjective,0.0533 ,
시달리다,adjective,-0.0768 ,
시답다,adjective,-0.0421 ,
시답잖다,adjective,-0.0147 ,
시덥다,adjective,-0.0147 ,
시덥잖다,adjective,-0.0263 ,
시들다,adjective,-0.0429 ,
시들어가다,adjective,0.0182 ,
시렵다,adjective,0.1089 ,
시리다,adjective,0.0249 ,
시뻘겋다,adjective,0.0182 ,
시시덕거리다,adjective,-0.0421 ,
시에라네바다,adjective,0.0363 ,
시원찮다,adjective,-0.0189 ,
시중들다,adjective,-0.0147 ,
시집가다,adjective,0.0605 ,
시집보내다,adjective,0.0484 ,
시집오다,adjective,0.0254 ,
시치다,adjective,0.0363 ,
시커멓다,adjective,-0.0642 ,
시큰거리다,adjective,0.0605 ,
시키다,adjective,0.2863 ,
시퍼렇다,adjective,-0.0337 ,
식다,adjective,-0.0211 ,
식히다,adjective,-0.0165 ,
신기다,adjective,0.0230 ,
신나다,adjective,0.2103 ,
신다,adjective,0.0694 ,
신들리다,adjective,0.0206 ,
신세지다,adjective,-0.0421 ,
신통찮다,adjective,-0.0737 ,
싣다,adjective,0.1490 ,
실려가다,adjective,0.0291 ,
실려오다,adjective,0.0363 ,
실룩거리다,adjective,0.0363 ,
실리다,adjective,0.2685 ,
실없다,adjective,-0.0305 ,
실하다,adjective,-0.0305 ,
싫다,adjective,-0.6015 ,
싫어하다,adjective,-0.0411 ,
심기다,adjective,-0.0379 ,
심다,adjective,0.1715 ,
심상찮다,adjective,0.0605 ,
심술궂다,adjective,0.0508 ,
심심찮다,adjective,0.0884 ,
심하다,adjective,-0.2123 ,
싱겁다,adjective,-0.0275 ,
싱그럽다,adjective,0.0128 ,
싶다,adjective,0.0363 ,
싸다,adjective,-0.1306 ,
싸대다,adjective,-0.0421 ,
싸돌다,adjective,-0.0116 ,
싸돌아다니다,adjective,0.0242 ,
싸매다,adjective,0.0581 ,
싸아하다,adjective,-0.0421 ,
싸안다,adjective,-0.0737 ,
싸우다,adjective,0.2496 ,
싸이다,adjective,0.0259 ,
싸잡다,adjective,-0.0189 ,
싸지르다,adjective,-0.0737 ,
싸하다,adjective,0.0194 ,
싹다,adjective,0.0121 ,
싹트다,adjective,0.0125 ,
쌀쌀맞다,adjective,0.0182 ,
쌓다,adjective,0.2538 ,
쌓이다,adjective,0.2195 ,
쌔다,adjective,-0.0147 ,
써내다,adjective,-0.0203 ,
써먹다,adjective,-0.0327 ,
써붙이다,adjective,-0.0421 ,
썩다,adjective,0.0406 ,
썩어빠지다,adjective,-0.0116 ,
썩이다,adjective,0.0399 ,
썩히다,adjective,-0.0263 ,
썪다,adjective,-0.0737 ,
썰다,adjective,-0.0282 ,
쎄다,adjective,-0.0188 ,
쎼다,adjective,-0.0421 ,
쏘다,adjective,0.0203 ,
쏘다니다,adjective,-0.0263 ,
쏘아대다,adjective,-0.0221 ,
쏘아보다,adjective,-0.0737 ,
쏘아붙이다,adjective,0.0145 ,
쏘이다,adjective,-0.0642 ,
쏙다,adjective,0.0242 ,
쏜살같다,adjective,0.0242 ,
쏟다,adjective,0.1556 ,
쏟아붓다,adjective,0.0521 ,
쏟아지다,adjective,0.1056 ,
쏠다,adjective,0.0363 ,
쏠리다,adjective,-0.0155 ,
쐬다,adjective,-0.0568 ,
쑤다,adjective,0.0714 ,
쑤시다,adjective,-0.0105 ,
쑥덕거리다,adjective,-0.0421 ,
쑥스럽다,adjective,0.0751 ,
쑥쓰럽다,adjective,-0.0221 ,
쓰다,adjective,-0.2365 ,
쓰다듬다,adjective,0.0180 ,
쓰디쓰다,adjective,-0.0337 ,
쓰라리다,adjective,-0.0716 ,
쓰러뜨리다,adjective,0.0460 ,
쓰러지다,adjective,0.0627 ,
쓰러트리다,adjective,-0.0737 ,
쓰리다,adjective,-0.0136 ,
쓰이다,adjective,-0.3779 ,
쓰치다,adjective,-0.0421 ,
쓸다,adjective,-0.1911 ,
쓸데없다,adjective,-0.0523 ,
쓸려가다,adjective,0.0363 ,
쓸리다,adjective,-0.0379 ,
쓸모없다,adjective,-0.0237 ,
쓸모있다,adjective,-0.0526 ,
쓸어가다,adjective,-0.0421 ,
쓸어내리다,adjective,0.0339 ,
쓸어버리다,adjective,-0.0116 ,
쓸어올리다,adjective,-0.0421 ,
씌다,adjective,-0.1005 ,
씌우다,adjective,-0.0234 ,
씌이다,adjective,-0.0221 ,
씨다,adjective,-0.0453 ,
씨부리다,adjective,-0.0147 ,
씨우다,adjective,0.0242 ,
씩씩거리다,adjective,0.0169 ,
씩씩대다,adjective,0.0726 ,
씰다,adjective,0.0242 ,
씰룩거리다,adjective,0.0242 ,
씹다,adjective,0.0376 ,
씹히다,adjective,0.0145 ,
씻기다,adjective,0.0143 ,
씻다,adjective,0.0912 ,
씻어내리다,adjective,0.0242 ,
아까워하다,adjective,0.0278 ,
아깝다,adjective,-0.4005 ,
아끼다,adjective,0.2174 ,
아낌없다,adjective,0.0472 ,
아나바다,adjective,0.0182 ,
아나콘다,adjective,-0.0263 ,
아난다,adjective,0.0242 ,
아니꼽다,adjective,-0.0221 ,
아니하다,adjective,-0.0789 ,
아다,adjective,0.0242 ,
아다다,adjective,0.0242 ,
아란다,adjective,0.0363 ,
아로새기다,adjective,0.0291 ,
아뢰다,adjective,0.0121 ,
아른거리다,adjective,0.0399 ,
아름답다,adjective,1.0000 ,
아리까리하다,adjective,-0.0116 ,
아리다,adjective,0.0240 ,
아리땁다,adjective,-0.0189 ,
아만다,adjective,0.0654 ,
아무렇다,adjective,-0.2055 ,
아물다,adjective,0.1174 ,
아사다,adjective,0.1089 ,
아서다,adjective,0.1005 ,
아쉬워하다,adjective,0.0142 ,
아쉽다,adjective,-0.1178 ,
아스다,adjective,-0.0147 ,
아슬하다,adjective,0.0605 ,
아우러지다,adjective,-0.0421 ,
아우르다,adjective,0.0758 ,
아우성치다,adjective,0.0121 ,
아유르베다,adjective,0.0363 ,
아이다,adjective,0.0242 ,
아젠다,adjective,-0.0132 ,
아파다,adjective,-0.0737 ,
아파지다,adjective,-0.0337 ,
아파하다,adjective,0.0355 ,
아푸다,adjective,-0.0737 ,
아프다,adjective,0.7209 ,
악물다,adjective,-0.0411 ,
악쓰다,adjective,0.0242 ,
악착같다,adjective,-0.0116 ,
악하다,adjective,-0.0327 ,
안기다,adjective,0.1104 ,
안다,adjective,0.0194 ,
안드로메다,adjective,0.0266 ,
안스럽다,adjective,0.0169 ,
안쓰러워하다,adjective,-0.0737 ,
안쓰럽다,adjective,0.0449 ,
안치다,adjective,-0.0737 ,
안타까다,adjective,0.0291 ,
안타까워하다,adjective,0.1029 ,
안타깝다,adjective,-0.3007 ,
앉다,adjective,0.3537 ,
앉히다,adjective,0.0160 ,
않다,adjective,-0.0758 ,
않쓰다,adjective,-0.0737 ,
알다,adjective,0.8015 ,
알려주다,adjective,0.0389 ,
알리다,adjective,0.1675 ,
알맞다,adjective,0.0436 ,
알아내다,adjective,0.0651 ,
알아듣다,adjective,-0.0361 ,
알아맞추다,adjective,0.0339 ,
알아맞히다,adjective,0.0363 ,
알아먹다,adjective,-0.0453 ,
알아보다,adjective,0.3474 ,
알아주다,adjective,0.0475 ,
알아차리다,adjective,0.0447 ,
알아채다,adjective,0.0318 ,
알으키다,adjective,0.0363 ,
알짱거리다,adjective,-0.0737 ,
알차다,adjective,0.2006 ,
알카에다,adjective,-0.0421 ,
앓다,adjective,0.0878 ,
앓아눕다,adjective,0.0847 ,
앗기다,adjective,0.0242 ,
앗다,adjective,-0.0162 ,
앙다물다,adjective,-0.0737 ,
앙증맞다,adjective,0.0162 ,
앙징맞다,adjective,-0.0421 ,
앙카다,adjective,-0.0421 ,
앙칼지다,adjective,0.0484 ,
앞당기다,adjective,-0.0758 ,
앞두다,adjective,0.1110 ,
앞서가다,adjective,0.0375 ,
앞서다,adjective,-0.2413 ,
앞세우다,adjective,-0.0203 ,
앞장서다,adjective,0.0165 ,
앞장세우다,adjective,0.0363 ,
앞지르다,adjective,0.0521 ,
애꿎다,adjective,-0.0305 ,
애끊다,adjective,0.0242 ,
애끓다,adjective,-0.0147 ,
애달다,adjective,-0.0421 ,
애달프다,adjective,0.0581 ,
애닯다,adjective,-0.0737 ,
애먹다,adjective,-0.0221 ,
애먹이다,adjective,0.0242 ,
애스다,adjective,-0.0421 ,
애쓰다,adjective,-0.1407 ,
애처롭다,adjective,0.0738 ,
애타다,adjective,0.0123 ,
애태우다,adjective,-0.0189 ,
앳되다,adjective,-0.0147 ,
앵앵거리다,adjective,0.0363 ,
야단맞다,adjective,0.0291 ,
야단치다,adjective,0.0859 ,
야마다,adjective,0.0726 ,
야멸차다,adjective,-0.0737 ,
야무지다,adjective,0.0154 ,
야물다,adjective,0.0968 ,
야수다,adjective,0.0242 ,
야스다,adjective,0.0242 ,
야위다,adjective,-0.0189 ,
야하다,adjective,-0.0136 ,
약다,adjective,-0.0758 ,
약삭빠르다,adjective,-0.0263 ,
약아빠지다,adjective,-0.0421 ,
약오르다,adjective,0.0242 ,
약올리다,adjective,0.0157 ,
약하다,adjective,-0.1713 ,
얄궂다,adjective,-0.0337 ,
얄밉다,adjective,0.0168 ,
얇다,adjective,-0.1397 ,
얇디얇다,adjective,-0.0421 ,
얍삽하다,adjective,-0.0737 ,
양지바르다,adjective,0.0605 ,
얕다,adjective,-0.0824 ,
얕보다,adjective,0.0230 ,
얕보이다,adjective,0.0363 ,
얕잡다,adjective,0.0278 ,
얕잡아보다,adjective,-0.0421 ,
어그러지다,adjective,-0.0263 ,
어긋나다,adjective,-0.0489 ,
어기다,adjective,-0.0184 ,
어김없다,adjective,0.0484 ,
어두다,adjective,0.0169 ,
어둑어둑하다,adjective,-0.0737 ,
어둡다,adjective,-0.1765 ,
어딨다,adjective,-0.0905 ,
어떻다,adjective,0.2982 ,
어떻하다,adjective,-0.0526 ,
어띃다,adjective,0.0605 ,
어럽다,adjective,-0.0221 ,
어려워하다,adjective,-0.0421 ,
어렵다,adjective,-0.2075 ,
어루다,adjective,-0.0221 ,
어루만지다,adjective,0.0321 ,
어르다,adjective,0.0460 ,
어른거리다,adjective,0.0230 ,
어리다,adjective,0.1554 ,
어리석다,adjective,-0.0731 ,
어리숙하다,adjective,0.0351 ,
어림없다,adjective,-0.0189 ,
어림잡다,adjective,-0.0189 ,
어마다,adjective,0.0847 ,
어맨다,adjective,0.0363 ,
어설프다,adjective,-0.0805 ,
어슬렁거리다,adjective,0.0315 ,
어슬프다,adjective,-0.0421 ,
어어지다,adjective,-0.0737 ,
어여쁘다,adjective,0.1162 ,
어우러지다,adjective,0.0846 ,
어우려지다,adjective,0.0230 ,
어우르다,adjective,0.0726 ,
어울리다,adjective,-0.2906 ,
어울어지다,adjective,0.1089 ,
어이다,adjective,-0.0147 ,
어이없다,adjective,-0.0671 ,
어줍다,adjective,-0.0116 ,
어줍잖다,adjective,-0.0263 ,
어지럽다,adjective,-0.0429 ,
어지럽히다,adjective,0.0896 ,
어지르다,adjective,-0.0905 ,
어질다,adjective,0.0581 ,
어쩌다,adjective,-0.4815 ,
어쩧다,adjective,-0.1600 ,
어쭙잖다,adjective,-0.0189 ,
어찌하다,adjective,-0.0146 ,
어처구니없다,adjective,-0.0642 ,
억누르다,adjective,-0.0177 ,
억눌리다,adjective,-0.0789 ,
억다,adjective,-0.0147 ,
억세다,adjective,-0.0379 ,
언짢다,adjective,-0.0379 ,
얹다,adjective,-0.0275 ,
얹혀살다,adjective,0.0726 ,
얹히다,adjective,0.0569 ,
얻다,adjective,-0.1057 ,
얻어걸리다,adjective,0.0363 ,
얻어내다,adjective,0.0412 ,
얻어듣다,adjective,-0.0737 ,
얻어맞다,adjective,0.0726 ,
얻어먹다,adjective,0.0593 ,
얻어터지다,adjective,-0.0189 ,
얼다,adjective,0.0529 ,
얼룩지다,adjective,0.0126 ,
얼르다,adjective,0.0242 ,
얼리다,adjective,0.0569 ,
얼버무리다,adjective,-0.0453 ,
얼빠지다,adjective,-0.0189 ,
얼싸안다,adjective,-0.0116 ,
얼어붙다,adjective,0.0143 ,
얼쩡거리다,adjective,0.0605 ,
얼키다,adjective,-0.0116 ,
얼토당토않다,adjective,0.0169 ,
얽다,adjective,-0.0600 ,
얽매다,adjective,-0.0379 ,
얽매이다,adjective,-0.0308 ,
얽어매다,adjective,-0.0737 ,
얽히고설키다,adjective,0.0460 ,
얽히다,adjective,-0.1328 ,
엄청나다,adjective,0.3547 ,
엄하다,adjective,0.0993 ,
업다,adjective,0.0300 ,
업신여기다,adjective,-0.0263 ,
업히다,adjective,0.0291 ,
없다,adjective,-1.0000 ,
없애다,adjective,0.1087 ,
엇갈리다,adjective,-0.0151 ,
엇걸다,adjective,0.0242 ,
엇나가다,adjective,-0.0337 ,
엉겨붙다,adjective,-0.0737 ,
엉기다,adjective,-0.0147 ,
엉클다,adjective,-0.0421 ,
엉클어지다,adjective,0.0484 ,
엉키다,adjective,-0.0136 ,
엎다,adjective,-0.0832 ,
엎드리다,adjective,0.0143 ,
엎어지다,adjective,0.0315 ,
엎지르다,adjective,-0.0147 ,
엎질러지다,adjective,-0.0189 ,
엎치다,adjective,0.0327 ,
에다,adjective,-0.0737 ,
에두르다,adjective,-0.0568 ,
에리다,adjective,-0.0642 ,
에스메랄다,adjective,0.0424 ,
에스트라다,adjective,0.0242 ,
에우다,adjective,-0.0421 ,
에워싸다,adjective,-0.0337 ,
에워싸이다,adjective,0.0363 ,
에이다,adjective,0.0593 ,
엘다,adjective,0.0363 ,
여기다,adjective,0.3255 ,
여닫다,adjective,-0.0116 ,
여리다,adjective,0.0303 ,
여물다,adjective,-0.0337 ,
여미다,adjective,0.0412 ,
여위다,adjective,-0.0147 ,
여의ㅎ다,adjective,0.0702 ,
여의다,adjective,0.0726 ,
여지없다,adjective,-0.0737 ,
여쭈다,adjective,0.0581 ,
여쭙다,adjective,0.0605 ,
역겹다,adjective,-0.0286 ,
역하다,adjective,-0.0155 ,
엮다,adjective,-0.1811 ,
엮이다,adjective,-0.0289 ,
연관짓다,adjective,0.0230 ,
연달다,adjective,-0.0143 ,
연잇다,adjective,0.0297 ,
연하다,adjective,-0.1021 ,
열나다,adjective,-0.0421 ,
열다,adjective,0.3855 ,
열띠다,adjective,0.0339 ,
열리다,adjective,0.1968 ,
열받다,adjective,-0.0132 ,
열어젖히다,adjective,0.0194 ,
엷다,adjective,-0.0263 ,
염치없다,adjective,-0.0737 ,
염하다,adjective,0.0242 ,
엿같다,adjective,-0.0421 ,
엿듣다,adjective,-0.0411 ,
엿보다,adjective,0.1581 ,
엿보이다,adjective,-0.0289 ,
영글다,adjective,-0.0337 ,
영락없다,adjective,0.0254 ,
영하다,adjective,0.0157 ,
옅다,adjective,-0.0173 ,
예다,adjective,0.0339 ,
예르다,adjective,-0.0221 ,
예뿌다,adjective,0.0484 ,
예쁘다,adjective,0.6592 ,
예스럽다,adjective,-0.0116 ,
예이다,adjective,-0.0600 ,
옛다,adjective,-0.0737 ,
옛스럽다,adjective,-0.0484 ,
오가다,adjective,0.0755 ,
오그라들다,adjective,-0.0600 ,
오글거리다,adjective,-0.0109 ,
오다,adjective,0.3443 ,
오다니다,adjective,0.0242 ,
오래가다,adjective,0.0196 ,
오래다,adjective,0.0666 ,
오르내리다,adjective,-0.0143 ,
오르다,adjective,0.3748 ,
오리다,adjective,0.0464 ,
오무다,adjective,0.0605 ,
오물거리다,adjective,0.0605 ,
오므라들다,adjective,0.0363 ,
오므리다,adjective,-0.0147 ,
오비다,adjective,-0.0421 ,
오와다,adjective,0.0484 ,
오지다,adjective,-0.1021 ,
오카다,adjective,0.0157 ,
오쿠다,adjective,-0.0587 ,
옥다,adjective,-0.0221 ,
옥이다,adjective,0.1089 ,
옥죄다,adjective,-0.0832 ,
옥죄이다,adjective,-0.0737 ,
온다,adjective,-0.0132 ,
온데간데없다,adjective,-0.0737 ,
올곧다,adjective,-0.0758 ,
올다,adjective,-0.0421 ,
올라가다,adjective,0.2088 ,
올라다,adjective,-0.0737 ,
올라서다,adjective,0.1174 ,
올라앉다,adjective,-0.0147 ,
올라오다,adjective,-0.0731 ,
올라타다,adjective,0.0184 ,
올려놓다,adjective,-0.0568 ,
올려다보다,adjective,0.1053 ,
올르다,adjective,0.0605 ,
올리다,adjective,-0.3448 ,
올바르다,adjective,0.2207 ,
옭다,adjective,0.0182 ,
옭아매다,adjective,-0.0716 ,
옭죄다,adjective,0.0484 ,
